params_index, n_variables, n_total_environments, sparsity, sample_size, dag_density, reps, data_simulator, dag_simulator, Method, Soft, Number of environments, Rep, Number of possible DAGs, MEC size, Total edges, True orientation rate, False orientation rate
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 12, 1, 10, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 12, 1, 10, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 13, 1, 2, 8, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 13, 2, 2, 8, 0.875, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 13, 1, 2, 8, 0.875, 0.125
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 14, 1, 2, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 14, 1, 2, 5, 0.8, 0.2
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 14, 1, 2, 5, 0.8, 0.2
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 14, 1, 2, 5, 0.8, 0.2
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 14, 1, 2, 5, 0.8, 0.2
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 14, 1, 2, 5, 0.8, 0.2
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 14, 1, 2, 5, 0.8, 0.2
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 14, 1, 2, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 14, 1, 2, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 14, 1, 2, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 14, 1, 2, 5, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 14, 2, 2, 5, 0.8, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 15, 2, 12, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 15, 2, 12, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 15, 2, 12, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 15, 1, 12, 6, 0.3333333333333333, 0.6666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 15, 1, 12, 6, 0.8333333333333334, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 15, 1, 12, 6, 0.8333333333333334, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 15, 1, 12, 6, 0.8333333333333334, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 15, 1, 12, 6, 0.8333333333333334, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 15, 2, 12, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 15, 1, 12, 6, 0.8333333333333334, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 15, 1, 12, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 15, 1, 12, 6, 0.3333333333333333, 0.6666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 15, 1, 12, 6, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 15, 12, 12, 6, 0.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 15, 1, 12, 6, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 15, 2, 12, 6, 0.6666666666666666, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 15, 1, 12, 6, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 15, 1, 12, 6, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 15, 1, 12, 6, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 15, 3, 12, 6, 0.5, 0.16666666666666666
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 16, 2, 2, 3, 0.6666666666666666, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 16, 1, 2, 3, 0.6666666666666666, 0.3333333333333333
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 16, 1, 2, 3, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 17, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 17, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 17, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 17, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 17, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 17, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 17, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 17, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 17, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 17, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 18, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 18, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 18, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 18, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 18, 1, 4, 4, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 18, 4, 4, 4, 0.5, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 18, 2, 4, 4, 0.5, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 18, 1, 4, 4, 0.75, 0.25
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 18, 2, 4, 4, 0.75, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 1, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 2, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 3, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 3, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 4, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 4, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, PC (pool all), False, 5, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (oracle), False, 5, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 1, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 1, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 2, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 2, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 3, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 3, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 4, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 4, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), True, 5, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (kci), False, 5, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 1, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 1, 19, 2, 2, 6, 0.8333333333333334, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 2, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 2, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 3, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 3, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 4, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 4, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), True, 5, 19, 1, 2, 6, 1.0, 0.0
13, 6, 5, 4, 300, 0.3, 20, cdnod, er, Min changes (linear), False, 5, 19, 1, 2, 6, 1.0, 0.0
